MEM,func,k,AAE,ARE,_sum,throughput
100,heavykeeper,1000,8.882,0.375167,429/1000,15.8793,
100,LossyCounting,1000,263.064,251.099,48/1000,1.95232,
100,spacesaving,1000,448.794,351.696,115/1000,17.5701,
200,CuckooCounter,100,0.22,0.000883298,95/100,20.0694,
200,CuckooSketch,100,0,0,98/100,20.2799,
200,CuckooSketchPro,100,0,0,98/100,26.2826,
200,heavykeeper,100,0.57,0.00192194,93/100,17.3452,
200,LossyCounting,100,0.46,0.00119298,97/100,1.92477,
200,spacesaving,100,8.24,0.0318678,85/100,14.6813,
200,CuckooCounter,200,0.27,0.00155131,180/200,19.5998,
200,CuckooSketch,200,0.025,0.000128923,181/200,20.3306,
200,CuckooSketchPro,200,0.015,7.79021e-05,181/200,25.9693,
200,heavykeeper,200,0.895,0.00372993,169/200,17.0529,
200,LossyCounting,200,0.595,0.00248619,178/200,1.92328,
200,spacesaving,200,60.065,22.6372,152/200,14.4678,
200,CuckooCounter,300,0.156667,0.000948779,296/300,19.6052,
200,CuckooSketch,300,0.0166667,8.59484e-05,296/300,20.4801,
200,CuckooSketchPro,300,0.01,5.19348e-05,296/300,25.9202,
200,heavykeeper,300,1.51,0.00791592,295/300,16.8098,
200,LossyCounting,300,0.396667,0.00165746,295/300,1.93607,
200,spacesaving,300,116.517,69.753,154/300,14.6445,
200,CuckooCounter,400,0.03,0.000852472,400/400,19.4194,
200,CuckooSketch,400,0.03,0.000401798,400/400,20.4136,
200,CuckooSketchPro,400,0.0525,0.000711598,400/400,26.176,
200,heavykeeper,400,3.47,0.0538024,393/400,16.7445,
200,LossyCounting,400,28.5875,14.1462,318/400,1.93244,
200,spacesaving,400,146.82,104.147,166/400,14.5618,
200,CuckooCounter,500,0.208,0.0742577,484/500,19.1824,
200,CuckooSketch,500,0.066,0.00257966,488/500,20.2712,
200,CuckooSketchPro,500,0.08,0.00249642,486/500,26.1684,
200,heavykeeper,500,3.934,0.137037,418/500,16.6309,
200,LossyCounting,500,50.47,38.365,318/500,1.94665,
200,spacesaving,500,165.048,129.961,166/500,14.8273,
200,CuckooCounter,600,0.838333,0.250649,541/600,18.8989,
200,CuckooSketch,600,0.188333,0.0299361,559/600,20.5187,
200,CuckooSketchPro,600,0.126667,0.00745691,556/600,25.9787,
200,heavykeeper,600,3.68667,0.158584,440/600,16.5912,
200,LossyCounting,600,65.0583,54.9708,318/600,1.92214,
200,spacesaving,600,177.148,141.13,167/600,14.7903,
200,CuckooCounter,700,1.01857,0.410741,575/700,18.8558,
200,CuckooSketch,700,0.235714,0.0485881,612/700,20.4336,
200,CuckooSketchPro,700,0.15,0.0119015,611/700,25.9531,
200,heavykeeper,700,3.2,0.145408,445/700,16.4493,
200,LossyCounting,700,75.4786,66.8321,318/700,1.96438,
200,spacesaving,700,185.237,148.317,172/700,14.5387,
200,CuckooCounter,800,1.04125,0.494175,603/800,18.5443,
200,CuckooSketch,800,0.3,0.0974223,638/800,20.377,
200,CuckooSketchPro,800,0.155,0.0174972,632/800,26.0967,
200,heavykeeper,800,3.0225,0.214783,449/800,16.1671,
200,LossyCounting,800,83.2938,75.7281,318/800,1.96508,
200,spacesaving,800,191.352,151.266,174/800,14.6477,
200,CuckooCounter,900,1.68222,0.589533,642/900,18.7056,
200,CuckooSketch,900,0.345556,0.121783,650/900,20.5179,
200,CuckooSketchPro,900,0.168889,0.0242567,653/900,26.0301,
200,heavykeeper,900,2.88111,0.183285,480/900,16.1663,
200,LossyCounting,900,89.3711,82.57,318/900,1.98686,
200,spacesaving,900,196.49,156.552,174/900,14.4806,
200,CuckooCounter,1000,1.59,0.779029,639/1000,18.5195,
200,CuckooSketch,1000,0.388,0.145521,676/1000,20.3521,
200,CuckooSketchPro,1000,0.175,0.0272835,682/1000,26.0518,
200,heavykeeper,1000,2.786,0.210069,490/1000,16.0213,
200,LossyCounting,1000,94.234,88.113,318/1000,1.92689,
200,spacesaving,1000,200.571,159.417,175/1000,14.5047,
300,CuckooCounter,100,0.15,0.000609596,96/100,19.5088,
300,CuckooSketch,100,0,0,97/100,19.9442,
300,CuckooSketchPro,100,0,0,97/100,25.0803,
300,heavykeeper,100,0.33,0.00106231,92/100,16.946,
300,LossyCounting,100,0.29,0.000722018,96/100,1.97209,
300,spacesaving,100,1.88,0.00568927,96/100,12.9912,
300,CuckooCounter,200,0.225,0.00135218,174/200,18.3621,
300,CuckooSketch,200,0.01,5.10204e-05,179/200,19.8882,
300,CuckooSketchPro,200,0.01,5.10204e-05,176/200,24.9321,
300,heavykeeper,200,0.51,0.00200083,173/200,16.7221,
300,LossyCounting,200,0.365,0.00149169,178/200,1.91405,
300,spacesaving,200,3.175,0.0293661,171/200,12.9614,
300,CuckooCounter,300,2.34,0.555817,295/300,19.2901,
300,CuckooSketch,300,0.00666667,3.40136e-05,296/300,19.992,
300,CuckooSketchPro,300,0.00666667,3.40136e-05,296/300,25.4738,
300,heavykeeper,300,0.776667,0.00398454,295/300,16.6425,
300,LossyCounting,300,0.246667,0.00101478,295/300,1.96522,
300,spacesaving,300,3.11667,0.025638,292/300,12.9192,
300,CuckooCounter,400,0.0375,0.000909079,400/400,19.0092,
300,CuckooSketch,400,0.0175,0.000190051,400/400,19.9203,
300,CuckooSketchPro,400,0.0275,0.000252566,400/400,25.4369,
300,heavykeeper,400,2.005,0.0350036,397/400,16.559,
300,LossyCounting,400,14.63,6.90745,340/400,1.96581,
300,spacesaving,400,28.6525,10.7526,342/400,12.8838,
300,CuckooCounter,500,1.154,0.14844,484/500,18.7445,
300,CuckooSketch,500,0.038,0.00170009,489/500,19.6028,
300,CuckooSketchPro,500,0.07,0.00273029,488/500,25.7162,
300,heavykeeper,500,2.682,0.114765,432/500,16.4487,
300,LossyCounting,500,30.104,21.534,340/500,1.96606,
300,spacesaving,500,53.882,25.9091,343/500,12.9132,
300,CuckooCounter,600,0.608333,0.166931,556/600,18.6598,
300,CuckooSketch,600,0.0716667,0.0163195,576/600,19.5664,
300,CuckooSketchPro,600,0.095,0.00699155,574/600,25.5984,
300,heavykeeper,600,2.33667,0.143005,454/600,16.5684,
300,LossyCounting,600,40.42,33.2783,340/600,1.91476,
300,spacesaving,600,70.85,44.1456,344/600,12.9192,
300,CuckooCounter,700,1.34143,0.304917,591/700,18.3466,
300,CuckooSketch,700,0.124286,0.0263994,614/700,19.9812,
300,CuckooSketchPro,700,0.107143,0.0102989,622/700,25.5506,
300,heavykeeper,700,2.06857,0.145687,458/700,16.3535,
300,LossyCounting,700,47.7886,41.6671,340/700,1.91183,
300,spacesaving,700,82.9957,58.667,344/700,12.7807,
300,CuckooCounter,800,1.01625,0.39658,612/800,18.3506,
300,CuckooSketch,800,0.15,0.0358525,676/800,19.8464,
300,CuckooSketchPro,800,0.11,0.0125651,668/800,25.4777,
300,heavykeeper,800,2.01125,0.147371,463/800,16.2779,
300,LossyCounting,800,53.3125,47.8812,340/800,1.94408,
300,spacesaving,800,92.1025,69.4271,344/800,12.9688,
300,CuckooCounter,900,1.00667,0.461324,696/900,18.1561,
300,CuckooSketch,900,0.182222,0.0523318,708/900,20.0493,
300,CuckooSketchPro,900,0.11,0.0133846,692/900,25.7632,
300,heavykeeper,900,1.99222,0.16783,494/900,16.276,
300,LossyCounting,900,57.61,52.7316,340/900,1.97488,
300,spacesaving,900,98.83,74.992,348/900,12.955,
300,CuckooCounter,1000,1.229,0.617861,692/1000,18.0672,
300,CuckooSketch,1000,0.209,0.0677653,749/1000,20.0634,
300,CuckooSketchPro,1000,0.116,0.0157545,732/1000,25.4453,
300,heavykeeper,1000,1.912,0.178831,505/1000,16.0051,
300,LossyCounting,1000,61.049,56.6585,340/1000,1.96215,
300,spacesaving,1000,104.487,78.8145,348/1000,12.9624,
400,CuckooCounter,100,0.12,0.000486657,96/100,19.0734,
400,CuckooSketch,100,0.01,2.94118e-05,96/100,19.5339,
400,CuckooSketchPro,100,0.01,2.94118e-05,96/100,25.1433,
400,heavykeeper,100,0.21,0.000566607,92/100,17.01,
400,LossyCounting,100,0.2,0.000496818,96/100,1.90489,
400,spacesaving,100,1.27,0.00386529,96/100,11.9148,
400,CuckooCounter,200,0.17,0.000956157,178/200,19.088,
400,CuckooSketch,200,0.015,6.57263e-05,178/200,19.3934,
400,CuckooSketchPro,200,0.01,4.02161e-05,181/200,24.8404,
400,heavykeeper,200,0.315,0.00134592,174/200,16.8483,
400,LossyCounting,200,0.265,0.0010971,178/200,1.94531,
400,spacesaving,200,0.945,0.00352525,178/200,11.7972,
400,CuckooCounter,300,0.0966667,0.000571204,296/300,18.9591,
400,CuckooSketch,300,0.01,4.38175e-05,296/300,19.5293,
400,CuckooSketchPro,300,0.00666667,2.68107e-05,297/300,24.7592,
400,heavykeeper,300,0.503333,0.00267319,297/300,16.6925,
400,LossyCounting,300,0.18,0.000751728,295/300,1.96297,
400,spacesaving,300,0.633333,0.00237049,295/300,11.8339,
400,CuckooCounter,400,0.0025,8.62069e-05,400/400,14.5909,
400,CuckooSketch,400,0.04,0.000486094,400/400,19.4617,
400,CuckooSketchPro,400,0.0275,0.000317377,400/400,25.0175,
400,heavykeeper,400,1.295,0.0239509,399/400,16.3303,
400,LossyCounting,400,8.2175,3.8007,356/400,1.96692,
400,spacesaving,400,17.5025,6.58311,351/400,11.9171,
400,CuckooCounter,500,0.458,0.121554,484/500,18.5995,
400,CuckooSketch,500,0.048,0.00120554,493/500,19.0074,
400,CuckooSketchPro,500,0.034,0.000988425,487/500,24.4379,
400,heavykeeper,500,1.976,0.09376,430/500,16.3736,
400,LossyCounting,500,20.374,13.9426,356/500,1.98506,
400,spacesaving,500,36.844,16.2435,352/500,11.7294,
400,CuckooCounter,600,0.6,0.15648,558/600,18.443,
400,CuckooSketch,600,0.0666667,0.00451923,594/600,19.2953,
400,CuckooSketchPro,600,0.05,0.00346594,587/600,25.0595,
400,heavykeeper,600,1.95,0.135953,477/600,16.3832,
400,LossyCounting,600,28.4783,23.1188,356/600,1.98436,
400,spacesaving,600,49.8267,26.0597,354/600,11.9703,
400,CuckooCounter,700,0.861429,0.309359,601/700,18.3053,
400,CuckooSketch,700,0.0785714,0.00849267,621/700,19.3446,
400,CuckooSketchPro,700,0.0642857,0.00663407,626/700,25.1705,
400,heavykeeper,700,1.87143,0.129051,488/700,16.214,
400,LossyCounting,700,34.2671,29.6733,356/700,1.82902,
400,spacesaving,700,59.0971,36.5559,354/700,11.7844,
400,CuckooCounter,800,0.96625,0.394118,621/800,17.9817,
400,CuckooSketch,800,0.08625,0.0109311,687/800,19.2556,
400,CuckooSketchPro,800,0.0625,0.00691196,703/800,24.7176,
400,heavykeeper,800,1.65375,0.151899,489/800,16.2261,
400,LossyCounting,800,38.6063,34.5308,356/800,1.9854,
400,spacesaving,800,66.0787,45.9989,354/800,11.9067,
400,CuckooCounter,900,0.921111,0.443842,703/900,18.0946,
400,CuckooSketch,900,0.104444,0.0154573,788/900,19.3979,
400,CuckooSketchPro,900,0.0633333,0.00790322,742/900,24.8065,
400,heavykeeper,900,1.66667,0.146342,520/900,15.9003,
400,LossyCounting,900,41.9833,38.3607,356/900,1.94517,
400,spacesaving,900,71.4811,51.7754,354/900,11.7965,
400,CuckooCounter,1000,1.01,0.453064,760/1000,17.9611,
400,CuckooSketch,1000,0.116,0.0227726,849/1000,19.3697,
400,CuckooSketchPro,1000,0.068,0.00964861,791/1000,25.1547,
400,heavykeeper,1000,1.408,0.143113,506/1000,15.9444,
400,LossyCounting,1000,44.684,41.3896,356/1000,1.97506,
400,spacesaving,1000,75.738,56.1223,355/1000,11.7651,
500,CuckooCounter,100,0.1,0.000406344,96/100,18.924,
500,CuckooSketch,100,0,0,98/100,18.6738,
500,CuckooSketchPro,100,0.02,4.64186e-05,98/100,24.0252,
500,heavykeeper,100,0.18,0.00062185,92/100,16.7034,
500,LossyCounting,100,0.16,0.000403981,96/100,1.96234,
500,spacesaving,100,0.94,0.00290384,96/100,11.2769,
500,CuckooCounter,200,0.125,0.000747442,175/200,18.6738,
500,CuckooSketch,200,0.02,0.000102041,181/200,18.6884,
500,CuckooSketchPro,200,0.015,4.87195e-05,182/200,24.2866,
500,heavykeeper,200,0.225,0.000937062,179/200,16.7833,
500,LossyCounting,200,0.21,0.000870742,178/200,1.94914,
500,spacesaving,200,0.68,0.00253158,178/200,11.2778,
500,CuckooCounter,300,0.0666667,0.000385104,296/300,18.4138,
500,CuckooSketch,300,0.0133333,6.80272e-05,296/300,18.7143,
500,CuckooSketchPro,300,0.01,3.24797e-05,296/300,24.0327,
500,heavykeeper,300,0.393333,0.00199317,295/300,16.6262,
500,LossyCounting,300,0.14,0.000580495,296/300,1.98134,
500,spacesaving,300,0.456667,0.00170804,295/300,11.276,
500,CuckooCounter,400,0.0125,0.000249917,400/400,18.3338,
500,CuckooSketch,400,0.0375,0.000347847,400/400,18.8062,
500,CuckooSketchPro,400,0.0325,0.000373712,400/400,23.9653,
500,heavykeeper,400,0.9,0.0157855,399/400,16.1899,
500,LossyCounting,400,5.7125,2.5695,362/400,1.95646,
500,spacesaving,400,12.4175,4.61712,356/400,11.1531,
500,CuckooCounter,500,1.152,0.0557982,486/500,18.2027,
500,CuckooSketch,500,0.036,0.000744944,489/500,18.4132,
500,CuckooSketchPro,500,0.03,0.000565636,490/500,24.429,
500,heavykeeper,500,1.656,0.108312,450/500,16.3725,
500,LossyCounting,500,15.56,7.4606,362/500,2.00216,
500,spacesaving,500,28.096,12.3287,356/500,11.3285,
500,CuckooCounter,600,0.453333,0.0808347,571/600,18.1821,
500,CuckooSketch,600,0.06,0.00488804,588/600,18.5367,
500,CuckooSketchPro,600,0.0566667,0.00409973,592/600,24.4272,
500,heavykeeper,600,1.75833,0.122752,500/600,16.1553,
500,LossyCounting,600,22.1267,13.6705,362/600,1.92058,
500,spacesaving,600,37.8817,17.6288,364/600,11.2723,
500,CuckooCounter,700,0.755714,0.211785,612/700,18.019,
500,CuckooSketch,700,0.08,0.0108326,625/700,18.9208,
500,CuckooSketchPro,700,0.06,0.0056365,623/700,24.3653,
500,heavykeeper,700,1.69143,0.148047,507/700,16.2332,
500,LossyCounting,700,26.8229,19.5747,362/700,1.93577,
500,spacesaving,700,45.4271,26.358,364/700,11.3487,
500,CuckooCounter,800,0.75625,0.281889,624/800,17.8792,
500,CuckooSketch,800,0.0925,0.0152702,679/800,18.7508,
500,CuckooSketchPro,800,0.075,0.00884266,696/800,24.4302,
500,heavykeeper,800,1.565,0.149492,512/800,15.9885,
500,LossyCounting,800,30.345,24.0029,362/800,1.95951,
500,spacesaving,800,51.1025,33.5374,364/800,11.3227,
500,CuckooCounter,900,0.806667,0.332198,715/900,17.7296,
500,CuckooSketch,900,0.0911111,0.0154624,812/900,18.7245,
500,CuckooSketchPro,900,0.0744444,0.00948977,799/900,24.009,
500,heavykeeper,900,1.38778,0.131239,536/900,15.7632,
500,LossyCounting,900,33.0844,27.447,362/900,1.95621,
500,spacesaving,900,55.5289,39.6496,364/900,11.1682,
500,CuckooCounter,1000,0.968,0.460713,762/1000,17.4025,
500,CuckooSketch,1000,0.107,0.0219328,890/1000,18.7234,
500,CuckooSketchPro,1000,0.073,0.0102075,854/1000,24.101,
500,heavykeeper,1000,1.32,0.131163,551/1000,15.7418,
500,LossyCounting,1000,35.276,30.2023,362/1000,1.90573,
500,spacesaving,1000,58.975,42.6014,365/1000,11.2807,
600,CuckooCounter,100,0.09,0.000365033,96/100,18.3628,
600,CuckooSketch,100,0,0,96/100,17.619,
600,CuckooSketchPro,100,0,0,96/100,23.4187,
600,heavykeeper,100,0.15,0.000467667,94/100,16.4935,
600,LossyCounting,100,0.13,0.000318037,96/100,1.96585,
600,spacesaving,100,0.75,0.00235811,96/100,10.7434,
600,CuckooCounter,200,0.11,0.000666484,182/200,18.3284,
600,CuckooSketch,200,0.005,2.55102e-05,180/200,17.9462,
600,CuckooSketchPro,200,0.005,2.55102e-05,181/200,23.8464,
600,heavykeeper,200,0.225,0.00100211,185/200,16.2869,
600,LossyCounting,200,0.17,0.000698847,178/200,1.98226,
600,spacesaving,200,0.55,0.00207877,178/200,10.6623,
600,CuckooCounter,300,1.96,0.554141,295/300,18.1189,
600,CuckooSketch,300,0.00333333,1.70068e-05,297/300,18.0005,
600,CuckooSketchPro,300,0.00333333,1.70068e-05,297/300,23.5566,
600,heavykeeper,300,0.253333,0.00127854,296/300,16.3784,
600,LossyCounting,300,0.113333,0.000465898,296/300,1.98991,
600,spacesaving,300,0.37,0.00140617,295/300,10.7643,
600,CuckooCounter,400,0.0125,0.000276729,400/400,17.9669,
600,CuckooSketch,400,0.0075,6.37755e-05,400/400,17.68,
600,CuckooSketchPro,400,0.02,0.000190937,400/400,23.3689,
600,heavykeeper,400,0.755,0.0137324,400/400,16.2174,
600,LossyCounting,400,4.3325,1.91917,366/400,1.91574,
600,spacesaving,400,8.8275,3.38097,363/400,10.7051,
600,CuckooCounter,500,0.366,0.0290089,488/500,17.5337,
600,CuckooSketch,500,0.01,0.000384354,488/500,17.8798,
600,CuckooSketchPro,500,0.026,0.000659416,493/500,23.5222,
600,heavykeeper,500,1.468,0.0866841,452/500,16.2101,
600,LossyCounting,500,12.628,7.51534,366/500,1.94437,
600,spacesaving,500,22.208,16.0824,363/500,10.5484,
600,CuckooCounter,600,1.34,0.119539,562/600,17.6888,
600,CuckooSketch,600,0.0416667,0.00476724,590/600,17.7775,
600,CuckooSketchPro,600,0.0433333,0.00339211,595/600,23.3639,
600,heavykeeper,600,1.46833,0.112778,516/600,15.8263,
600,LossyCounting,600,18.185,13.8707,367/600,1.82014,
600,spacesaving,600,31.1367,24.7854,365/600,10.4732,
600,CuckooCounter,700,0.618571,0.183354,617/700,17.6354,
600,CuckooSketch,700,0.0514286,0.00718144,630/700,18.0408,
600,CuckooSketchPro,700,0.0471429,0.00464561,628/700,23.5538,
600,heavykeeper,700,1.60571,0.174298,533/700,15.7766,
600,LossyCounting,700,22.1586,18.4606,367/700,1.92571,
600,spacesaving,700,37.5386,31.8634,365/700,10.7732,
600,CuckooCounter,800,0.82125,0.325918,629/800,16.9598,
600,CuckooSketch,800,0.0575,0.00921234,691/800,17.7996,
600,CuckooSketchPro,800,0.0425,0.00431491,695/800,23.6546,
600,heavykeeper,800,1.50375,0.152356,548/800,15.9132,
600,LossyCounting,800,25.1388,21.903,367/800,1.97909,
600,spacesaving,800,42.2238,35.1687,366/800,10.7479,
600,CuckooCounter,900,0.807778,0.356907,728/900,17.215,
600,CuckooSketch,900,0.0622222,0.0109665,820/900,17.9791,
600,CuckooSketchPro,900,0.0455556,0.00522701,824/900,23.4786,
600,heavykeeper,900,1.40778,0.179038,583/900,15.5865,
600,LossyCounting,900,27.4567,24.5805,367/900,1.94094,
600,spacesaving,900,45.9144,37.7477,366/900,10.6866,
600,CuckooCounter,1000,0.827,0.358465,788/1000,17.1168,
600,CuckooSketch,1000,0.063,0.0145199,910/1000,17.6972,
600,CuckooSketchPro,1000,0.042,0.00495431,885/1000,23.6328,
600,heavykeeper,1000,1.197,0.127869,573/1000,15.6693,
600,LossyCounting,1000,29.308,26.6519,367/1000,1.95986,
600,spacesaving,1000,48.877,40.1125,366/1000,10.5939,
700,CuckooCounter,100,0.04,0.000162275,97/100,17.924,
700,CuckooSketch,100,0,0,96/100,17.1928,
700,CuckooSketchPro,100,0,0,97/100,22.3414,
700,heavykeeper,100,0.12,0.000422415,94/100,16.5142,
700,LossyCounting,100,0.11,0.000271619,96/100,1.9566,
700,spacesaving,100,0.6,0.00193549,96/100,10.2022,
700,CuckooCounter,200,0.9,0.825454,177/200,17.1866,
700,CuckooSketch,200,0,0,176/200,16.468,
700,CuckooSketchPro,200,0.005,2.55102e-05,184/200,22.6783,
700,heavykeeper,200,0.15,0.000675748,184/200,16.4082,
700,LossyCounting,200,0.145,0.000597736,178/200,1.96955,
700,spacesaving,200,0.45,0.00173853,178/200,10.3477,
700,CuckooCounter,300,0.05,0.000299592,296/300,17.6885,
700,CuckooSketch,300,0,0,297/300,17.0454,
700,CuckooSketchPro,300,0.00333333,1.70068e-05,297/300,22.6372,
700,heavykeeper,300,0.203333,0.000979547,295/300,16.1687,
700,LossyCounting,300,0.0966667,0.000398491,296/300,1.96212,
700,spacesaving,300,0.303333,0.00117935,295/300,10.3612,
700,CuckooCounter,400,0.4,0.0322027,399/400,17.3139,
700,CuckooSketch,400,0.0025,2.94118e-05,400/400,17.0451,
700,CuckooSketchPro,400,0.015,0.000144208,400/400,22.7469,
700,heavykeeper,400,0.635,0.0115968,400/400,16.0398,
700,LossyCounting,400,2.9725,1.23488,373/400,1.96566,
700,spacesaving,400,6.3125,2.11997,371/400,10.3926,
700,CuckooCounter,500,0.32,0.00363562,486/500,17.4067,
700,CuckooSketch,500,0.008,0.000448529,490/500,16.7101,
700,CuckooSketchPro,500,0.018,0.000408699,491/500,22.6963,
700,heavykeeper,500,1.268,0.0758205,461/500,16.019,
700,LossyCounting,500,10.166,4.8059,373/500,1.9324,
700,spacesaving,500,17.622,7.46258,375/500,10.394,
700,CuckooCounter,600,0.385,0.0466775,577/600,16.9667,
700,CuckooSketch,600,0.0266667,0.00307748,593/600,16.521,
700,CuckooSketchPro,600,0.0316667,0.0019841,595/600,22.0264,
700,heavykeeper,600,1.27167,0.0798496,517/600,15.8451,
700,LossyCounting,600,14.9617,7.18658,374/600,1.92318,
700,spacesaving,600,25.32,11.268,378/600,10.3428,
700,CuckooCounter,700,0.628571,0.162539,619/700,17.073,
700,CuckooSketch,700,0.0371429,0.00546097,627/700,17.101,
700,CuckooSketchPro,700,0.0357143,0.00315304,627/700,22.6388,
700,heavykeeper,700,1.29143,0.161241,529/700,15.6335,
700,LossyCounting,700,18.2686,10.1002,376/700,1.97375,
700,spacesaving,700,30.7386,14.3033,381/700,10.2433,
700,CuckooCounter,800,0.73875,0.27183,627/800,16.8384,
700,CuckooSketch,800,0.03625,0.00552835,698/800,16.9276,
700,CuckooSketchPro,800,0.04125,0.00435415,700/800,22.9484,
700,heavykeeper,800,1.38375,0.159675,566/800,15.5865,
700,LossyCounting,800,20.8588,13.6877,376/800,1.96882,
700,spacesaving,800,34.8588,19.4592,381/800,10.2512,
700,CuckooCounter,900,0.754444,0.302378,739/900,16.8654,
700,CuckooSketch,900,0.05,0.00907282,826/900,16.8774,
700,CuckooSketchPro,900,0.0422222,0.00498146,835/900,22.3739,
700,heavykeeper,900,1.29,0.141012,600/900,15.7252,
700,LossyCounting,900,22.8733,16.478,376/900,1.93556,
700,spacesaving,900,38.08,23.8905,381/900,10.3663,
700,CuckooCounter,1000,0.758,0.358408,811/1000,16.6892,
700,CuckooSketch,1000,0.054,0.0106155,933/1000,16.7873,
700,CuckooSketchPro,1000,0.041,0.00504998,911/1000,22.9316,
700,heavykeeper,1000,1.203,0.168173,635/1000,15.3782,
700,LossyCounting,1000,24.486,18.7302,376/1000,1.99165,
700,spacesaving,1000,40.662,27.5982,381/1000,10.3244,
800,CuckooCounter,100,0.11,0.00044305,97/100,17.3094,
800,CuckooSketch,100,0,0,97/100,15.5528,
800,CuckooSketchPro,100,0,0,98/100,21.4818,
800,heavykeeper,100,0.14,0.000546724,97/100,16.1862,
800,LossyCounting,100,0.09,0.0002252,96/100,1.94258,
800,spacesaving,100,0.5,0.00164286,96/100,9.93581,
800,CuckooCounter,200,0.075,0.000452398,178/200,17.3877,
800,CuckooSketch,200,0,0,179/200,16.266,
800,CuckooSketchPro,200,0.005,2.55102e-05,183/200,21.5792,
800,heavykeeper,200,0.15,0.000631477,186/200,16.0689,
800,LossyCounting,200,0.125,0.000523506,178/200,2.00842,
800,spacesaving,200,0.38,0.00149018,178/200,9.98263,
800,CuckooCounter,300,0.0466667,0.000264014,296/300,17.2574,
800,CuckooSketch,300,0,0,296/300,16.2124,
800,CuckooSketchPro,300,0.00333333,1.70068e-05,299/300,21.7217,
800,heavykeeper,300,0.17,0.000865086,296/300,15.951,
800,LossyCounting,300,0.0833333,0.000349004,296/300,1.93494,
800,spacesaving,300,0.253333,0.000993454,296/300,10.0064,
800,CuckooCounter,400,0.0025,8.92857e-05,400/400,17.0745,
800,CuckooSketch,400,0.0025,8.92857e-05,400/400,16.4177,
800,CuckooSketchPro,400,0.0075,0.000127551,400/400,22.0731,
800,heavykeeper,400,0.48,0.00791146,400/400,16.0023,
800,LossyCounting,400,2.0775,0.821234,379/400,1.91568,
800,spacesaving,400,5.295,1.85122,371/400,9.94728,
800,CuckooCounter,500,0.304,0.0258357,484/500,16.584,
800,CuckooSketch,500,0.006,0.000358608,493/500,16.2285,
800,CuckooSketchPro,500,0.008,0.000255887,486/500,21.8293,
800,heavykeeper,500,1.16,0.0671485,476/500,15.9117,
800,LossyCounting,500,8.428,3.88899,379/500,1.85416,
800,spacesaving,500,15.208,6.52435,375/500,10.0156,
800,CuckooCounter,600,0.456667,0.0592536,575/600,16.9624,
800,CuckooSketch,600,0.0183333,0.00223276,592/600,16.3433,
800,CuckooSketchPro,600,0.0166667,0.00141694,597/600,20.5778,
800,heavykeeper,600,1.32667,0.134407,547/600,15.6629,
800,LossyCounting,600,12.6683,5.96416,380/600,1.96994,
800,spacesaving,600,21.975,9.8539,378/600,10.0045,
800,CuckooCounter,700,0.644286,0.171637,618/700,16.5063,
800,CuckooSketch,700,0.0328571,0.00694951,634/700,15.2735,
800,CuckooSketchPro,700,0.0171429,0.00178595,632/700,22.0371,
800,heavykeeper,700,1.14857,0.102117,550/700,15.671,
800,LossyCounting,700,15.6486,7.41356,381/700,1.94168,
800,spacesaving,700,26.6014,13.9005,384/700,10.0384,
800,CuckooCounter,800,0.73,0.285724,632/800,16.6578,
800,CuckooSketch,800,0.03625,0.00783082,703/800,15.8255,
800,CuckooSketchPro,800,0.02,0.00249128,708/800,21.5978,
800,heavykeeper,800,1.24875,0.143508,582/800,15.5407,
800,LossyCounting,800,17.92,10.2981,382/800,1.96554,
800,spacesaving,800,30.2425,18.2486,384/800,9.9954,
800,CuckooCounter,900,0.83,0.310083,741/900,16.4712,
800,CuckooSketch,900,0.0422222,0.00860094,831/900,16.3516,
800,CuckooSketchPro,900,0.0188889,0.00243669,836/900,21.5615,
800,heavykeeper,900,1.17667,0.1322,629/900,14.8666,
800,LossyCounting,900,19.7056,12.9122,382/900,1.97392,
800,spacesaving,900,33.1,22.3165,384/900,9.94046,
800,CuckooCounter,1000,0.811,0.388618,803/1000,16.2898,
800,CuckooSketch,1000,0.052,0.0147408,939/1000,16.0583,
800,CuckooSketchPro,1000,0.021,0.00304302,924/1000,21.3643,
800,heavykeeper,1000,1.167,0.138789,660/1000,15.4708,
800,LossyCounting,1000,21.134,15.0035,382/1000,1.98795,
800,spacesaving,1000,35.355,24.7063,385/1000,10.0291,
900,CuckooCounter,100,0.08,0.000324221,97/100,17.1833,
900,CuckooSketch,100,0,0,98/100,15.0155,
900,CuckooSketchPro,100,0,0,96/100,20.3994,
900,heavykeeper,100,0.08,0.000304984,96/100,16.1825,
900,LossyCounting,100,0.09,0.0002252,96/100,1.90184,
900,spacesaving,100,0.41,0.00138976,96/100,9.7281,
900,CuckooCounter,200,0.09,0.000545455,179/200,17.1485,
900,CuckooSketch,200,0,0,180/200,15.16,
900,CuckooSketchPro,200,0,0,179/200,20.3513,
900,heavykeeper,200,0.1,0.000432164,189/200,16.1129,
900,LossyCounting,200,0.115,0.000472486,178/200,1.96404,
900,spacesaving,200,0.32,0.00128573,178/200,9.67698,
900,CuckooCounter,300,0.0433333,0.000262505,296/300,16.9647,
900,CuckooSketch,300,0,0,296/300,14.9716,
900,CuckooSketchPro,300,0,0,297/300,20.6859,
900,heavykeeper,300,0.12,0.000553304,296/300,16.0372,
900,LossyCounting,300,0.0766667,0.000314991,296/300,1.9345,
